T P CH4 O2 N2 AR CO2 H2O C2H6 HCCOH HNCO CH2CHO H2 CH3 YiSum CH4 O2 N2 AR CO2 H2O C2H6 HCCOH HNCO CH2CHO H2 CH3
2066 107337 0.864200456 0.31489924 0.306065518 0.087248971 0.458304615 0.393183929 0.023947658 0.206434321 0.875928285 0.011390005 0.38944265 0.130800252 4.061845899 0.140797798 0.051304207 0.049864994 0.01421483 0.074668186 0.064058554 0.003901615 0.033632819 0.142708526 0.001855689 0.063449015 0.021310319
917 103440 0.931969926 0.337946008 0.370953111 0.690931101 0.777295606 0.693943172 0.921152011 0.261236792 0.536951511 0.817221996 0.434239024 0.737823051 7.51166331 0.151838977 0.055059047 0.060436651 0.112568301 0.126639032 0.113059036 0.150076494 0.042561381 0.087481544 0.133143944 0.070747357 0.12020806
1688 111210 0.07145908 0.329200341 0.648517111 0.02073561 0.010549862 0.465623336 0.774104883 0.337363456 0.669540016 0.956332161 0.407355193 0.703133227 5.393914275 0.0116423 0.05363418 0.105658103 0.0033783 0.001718811 0.075860571 0.126119191 0.054964136 0.10908321 0.155808136 0.066367373 0.114556304
1761 104573 0.858035338 0.773368855 0.586309853 0.906348597 0.660204996 0.909036929 0.822524126 0.269407268 0.613873382 0.420788132 0.94649188 0.367920039 8.134309394 0.139793361 0.125999276 0.095523134 0.147664683 0.107562324 0.148102673 0.134007781 0.043892536 0.100013856 0.068555903 0.154204932 0.059942495
992 106330 0.768768097 0.33282601 0.707122023 0.437919683 0.140375514 0.392024362 0.579138027 0.746023579 0.517804301 0.800399066 0.669781247 0.085946557 6.178128468 0.125249708 0.054224884 0.115206169 0.07134702 0.022870346 0.063869634 0.094354682 0.121544112 0.08436203 0.130403108 0.109122512 0.014002638
742 107605 0.79480198 0.345672988 0.236228012 0.017335459 0.600208178 0.631698572 0.417884994 0.58802707 0.44329754 0.668770883 0.264541405 0.988101264 5.996568345 0.129491217 0.056317947 0.038486885 0.002824338 0.097787486 0.102917983 0.068082916 0.095802908 0.072223194 0.108957901 0.043099777 0.160984041
1345 108791 0.118897874 0.025549355 0.545521178 0.926004271 0.417958458 0.293263546 0.486385593 0.927576765 0.02591371 0.200755869 0.553955341 0.883223145 5.405005106 0.019371152 0.004162568 0.088877737 0.150867037 0.068094885 0.047779264 0.079243212 0.151123232 0.004221929 0.032707671 0.090251852 0.143897024
1464 108903 0.889147687 0.462592717 0.030588232 0.207335097 0.642832368 0.429833605 0.272285494 0.629042975 0.810506746 0.972755282 0.30728453 0.710629999 6.364834732 0.144862266 0.075366815 0.004983515 0.033779576 0.10473193 0.070029615 0.044361464 0.102485326 0.132049878 0.158483834 0.050063599 0.115777697
1932 104953 0.874494918 0.070955636 0.554755949 0.735532485 0.056662493 0.898322893 0.447717841 0.46991362 0.588140774 0.124792554 0.964725402 0.832336781 6.618351347 0.142474998 0.011560278 0.09038229 0.119834875 0.009231602 0.146357114 0.072943361 0.076559556 0.095821433 0.020331529 0.157175585 0.135606484
1008 101994 0.414526854 0.204133176 0.523626741 0.378625903 0.254462102 0.89055775 0.49550287 0.242287513 0.742115145 0.123368332 0.344439437 0.102372023 4.716017844 0.067535799 0.033257911 0.085310638 0.061686722 0.041457631 0.145091997 0.080728623 0.039474115 0.12090734 0.020099491 0.056116974 0.016678718
2965 105762 0.523460913 0.540864231 0.004731463 0.655374331 0.910913327 0.120321352 0.88668517 0.910783655 0.806859665 0.291775719 0.417547067 0.793201212 6.862518105 0.08528362 0.088119015 0.000770862 0.106775299 0.148408381 0.019603069 0.144461066 0.148387254 0.131455686 0.047536863 0.06802786 0.129230415
2284 106960 0.294666137 0.719437192 0.883644583 0.760766257 0.582081292 0.831650519 0.405615053 0.790463244 0.300842043 0.580337422 0.786931669 0.530815315 7.467250725 0.048007777 0.117212588 0.143965686 0.123946028 0.094834206 0.135494677 0.066083865 0.128784338 0.049013972 0.09455009 0.128208965 0.086481819
1904 106434 0.57490173 0.673410913 0.406207757 0.519767946 0.001078855 0.030981027 0.380574282 0.68786657 0.87054873 0.195483344 0.799852026 0.638351888 5.77902507 0.093664493 0.109713866 0.06618043 0.084681953 0.00017577 0.00504751 0.062004157 0.11206902 0.141832075 0.031848657 0.130313983 0.104001959
1428 102165 0.174898312 0.794009111 0.792256522 0.282370958 0.029204449 0.961147937 0.413478204 0.688469432 0.134762148 0.372735438 0.169922548 0.220010343 5.033265401 0.02849489 0.12936204 0.129076504 0.046004615 0.004758065 0.156592735 0.06736495 0.11216724 0.021955801 0.060727032 0.027684226 0.03584466
1874 106703 0.713950632 0.384364066 0.265777956 0.441824274 0.749123512 0.070114395 0.838476657 0.451566015 0.303856882 0.606980538 0.017926147 0.227572362 5.071533436 0.116318703 0.062621599 0.043301239 0.071983166 0.122049161 0.011423221 0.136606809 0.073570316 0.049505158 0.098890856 0.002920575 0.037076684
872 105172 0.907022175 0.419920794 0.551431908 0.167073236 0.093254166 0.207104111 0.641961002 0.335336255 0.482437571 0.851855764 0.196701438 0.418981784 5.273080204 0.147774424 0.068414594 0.089840728 0.027220008 0.015193213 0.033741943 0.104589965 0.054633859 0.07859999 0.138786568 0.032047112 0.068261608
521 106084 0.665506734 0.483635643 0.324417037 0.747323024 0.08495231 0.013292255 0.399383351 0.883158548 0.529241666 0.339145658 0.560888606 0.500942616 5.53188745 0.108426097 0.078795183 0.052854872 0.121755821 0.013840652 0.002165609 0.06506858 0.1438865 0.086225436 0.055254497 0.091381438 0.081614881
2197 110128 0.299744267 0.726000468 0.419027754 0.722515369 0.66778539 0.03762211 0.231028908 0.210474888 0.441281145 0.970081305 0.962527327 0.134350695 5.822439627 0.04883512 0.118281894 0.068269097 0.117714093 0.108797342 0.006129493 0.037639834 0.034291119 0.071894678 0.158048182 0.156817468 0.021888766
2652 106694 0.928900296 0.559509413 0.518757194 0.251604929 0.697402118 0.026208908 0.832712154 0.111816828 0.659190456 0.543654349 0.594544032 0.13164374 5.855944417 0.151338865 0.091156736 0.084517278 0.040992133 0.113622576 0.004270024 0.135667641 0.01821749 0.107397033 0.088573588 0.096864668 0.021447742
1347 110044 0.389342148 0.212519963 0.044920834 0.234412638 0.441259176 0.876629837 0.284144951 0.748595409 0.713578968 0.804843835 0.997551923 0.850189795 6.597989479 0.063432641 0.034624308 0.00731862 0.03819112 0.071891099 0.142822825 0.046293638 0.121963121 0.116258151 0.131127262 0.162523767 0.138515144
741 111445 0.107996206 0.548603212 0.380583519 0.507047084 0.745125854 0.624290837 0.359333278 0.887436975 0.075446859 0.077492296 0.036651842 0.006104501 4.356112463 0.017595024 0.08937987 0.062005662 0.082609437 0.121397852 0.101711095 0.058543517 0.144583552 0.012292 0.012625247 0.005971414 0.000994561
2271 102003 0.729038764 0.148824113 0.810295004 0.902082429 0.886238884 0.808736454 0.036689937 0.503665875 0.642548224 0.345759352 0.57533849 0.932215271 7.321432798 0.118776901 0.024246814 0.132015381 0.146969628 0.144388356 0.131761457 0.005977621 0.082058561 0.104685637 0.056332018 0.093735651 0.151878949
2915 106494 0.005022484 0.39167655 0.961581613 0.847466929 0.151347439 0.224684149 0.672269416 0.157498722 0.652263028 0.869027506 0.240245947 0.184075601 5.357159384 0.000818276 0.063812968 0.15666339 0.138071528 0.02465792 0.036606129 0.109527891 0.025660104 0.106268398 0.141584233 0.039141498 0.029990078
871 102942 0.98043713 0.841669513 0.647235132 0.849995566 0.90132107 0.483031798 0.922974224 0.625596923 0.396918854 0.350410357 0.523957352 0.436837267 7.960385186 0.15973538 0.137126997 0.10544924 0.1384835 0.146845585 0.078696803 0.150373374 0.101923886 0.064667057 0.057089771 0.085364502 0.07117067
597 104151 0.242410923 0.352045843 0.358726396 0.33330016 0.200554867 0.772033989 0.170686253 0.140584765 0.321882044 0.833366897 0.010401107 0.648800117 4.384793361 0.039494221 0.057356229 0.058444642 0.054302133 0.032674923 0.125781796 0.027808651 0.022904437 0.052441864 0.135774314 0.001694576 0.105704211
2872 109492 0.509920716 0.108059053 0.822104352 0.061424388 0.050983016 0.826583058 0.522220484 0.138803139 0.902021728 0.722155727 0.771786992 0.09844411 5.534506763 0.083077616 0.017605263 0.13393939 0.010007422 0.008306286 0.134669073 0.085081527 0.02261417 0.146959738 0.117655499 0.125741554 0.016038772
3000 103263 0.013471555 0.280644899 0.042692092 0.873315996 0.895842159 0.285580164 0.481029359 0.952736348 0.017819781 0.013115603 0.461808322 0.4120685 4.730124777 0.002194821 0.045723401 0.006955507 0.142282925 0.145952947 0.046527467 0.078370561 0.155222297 0.002903245 0.002136828 0.075239019 0.067135277
1515 102462 0.140128375 0.046597325 0.73617655 0.931215727 0.180739896 0.720269936 0.352642963 0.192580966 0.987658984 0.369745921 0.344469532 0.584138471 5.586364646 0.022830081 0.007591758 0.119939808 0.151716101 0.029446616 0.117348261 0.057453514 0.031375795 0.160911984 0.060239972 0.056121877 0.095169367
707 103278 0.434444702 0.14680947 0.264703785 0.346467979 0.737034973 0.589047388 0.256923314 0.106251305 0.63973931 0.737321148 0.445973026 0.761789317 5.466505716 0.070780867 0.023918583 0.043126233 0.056447469 0.120079665 0.09596914 0.041858618 0.01731074 0.104228001 0.120126289 0.072659091 0.124112707
2955 101464 0.16787343 0.692629863 0.121944923 0.886451826 0.17779342 0.507338746 0.702691161 0.413197476 0.586468038 0.950930435 0.947822903 0.48466187 6.639804091 0.027350378 0.112845068 0.019867586 0.144423049 0.028966569 0.082656955 0.114484281 0.067319213 0.095548906 0.154928072 0.154421785 0.078962379
414 103724 0.706865202 0.038114802 0.698013538 0.245253531 0.743303551 0.996331759 0.420287873 0.811232567 0.211040753 0.127178402 0.57395148 0.085445355 5.657018814 0.115164327 0.006209763 0.11372219 0.039957347 0.121100958 0.162324975 0.068474399 0.132168131 0.034383311 0.020720238 0.093509676 0.013920981
2399 108955 0.363249037 0.342052214 0.05754197 0.204040295 0.810066606 0.215808546 0.327896246 0.107148166 0.121162297 0.636593514 0.948910832 0.443365536 4.577835258 0.059181483 0.055728041 0.009374888 0.033242778 0.131978169 0.035160092 0.053421714 0.017456859 0.019740078 0.10371548 0.154599034 0.072234272
2985 106173 0.762953596 0.702493789 0.215915947 0.922153778 0.041749985 0.438252849 0.161819542 0.555686763 0.682006143 0.740894613 0.028876311 0.663695768 5.916499084 0.124302394 0.114452125 0.035177591 0.150239704 0.006802017 0.0714013 0.026364063 0.09053394 0.111114224 0.120708487 0.004704604 0.10813105
2534 102405 0.061491337 0.694828749 0.745829925 0.79879847 0.687100912 0.328538232 0.772273496 0.377191653 0.161998824 0.92662532 0.901665353 0.592313046 7.048655317 0.010018329 0.113203316 0.121512561 0.130142335 0.111944277 0.053526308 0.125820817 0.06145305 0.026393272 0.15096822 0.146901677 0.09650119
1837 110814 0.384825914 0.934750062 0.618384867 0.474340038 0.353260768 0.143410794 0.099624651 0.373906735 0.051039326 0.629551078 0.179271456 0.088435531 4.330801219 0.062696844 0.152291924 0.100748879 0.077280719 0.057554168 0.023364861 0.016231109 0.060917863 0.00831546 0.102568107 0.029207374 0.014408148
938 106975 0.073473999 0.094229751 0.078483922 0.206442401 0.800456481 0.241683295 0.947861469 0.602047336 0.141812066 0.537848114 0.389205167 0.969970028 5.08351403 0.011970576 0.015352157 0.012786806 0.033634136 0.130412463 0.039375674 0.154428069 0.098087126 0.023104393 0.087627621 0.063410323 0.158030053
541 109188 0.485931516 0.834235931 0.613615725 0.252922387 0.712004159 0.477988238 0.103656836 0.19853098 0.621385363 0.745307 0.340437956 0.946139544 6.332155637 0.079169233 0.135915899 0.099971878 0.041206776 0.116001579 0.077875093 0.016888043 0.032345186 0.101237728 0.121427365 0.055465042 0.154147528
482 110660 0.159685395 0.052097911 0.476295924 0.803184928 0.312779257 0.051672652 0.195625538 0.836298096 0.221105658 0.231015387 0.933087513 0.739011659 5.011859918 0.026016362 0.008487928 0.077599377 0.130856988 0.050958814 0.008418644 0.031871824 0.136251872 0.036023112 0.037637631 0.152021057 0.120401711
2358 105622 0.388127805 0.211881606 0.700791341 0.060237569 0.057098136 0.998310594 0.539990625 0.643927946 0.631296957 0.048089571 0.563331231 0.552506037 5.395589418 0.063234797 0.034520305 0.114174757 0.009814062 0.009302578 0.162647372 0.087976684 0.104910424 0.102852551 0.007834879 0.091779397 0.090015728
2533 108511 0.563856468 0.575430254 0.650699878 0.44172551 0.49661915 0.778594713 0.496618392 0.0556855 0.971459905 0.519628441 0.402146669 0.696007204 6.648472086 0.09186497 0.093750601 0.106013725 0.071967075 0.08091049 0.126850686 0.080910367 0.009072427 0.158272788 0.084659224 0.065518787 0.113395313
1304 110236 0.51275158 0.230436775 0.968688893 0.63981088 0.495933668 0.32121826 0.876503694 0.801887074 0.222246571 0.748697928 0.470219146 0.522211061 6.810605528 0.083538828 0.037543362 0.157821327 0.104239661 0.08079881 0.052333719 0.142802273 0.130645538 0.036208992 0.121979824 0.076609333 0.085079991
2777 106073 0.195073474 0.643139857 0.429851391 0.663223178 0.125174523 0.388371657 0.814205089 0.995891813 0.041617477 0.811721032 0.554132311 0.020939954 5.683341757 0.03178188 0.104782027 0.070032512 0.108054054 0.020393761 0.063274526 0.132652422 0.162253298 0.006780428 0.132247713 0.090280685 0.003411592
753 109772 0.779609936 0.669512906 0.560798737 0.288267755 0.036746845 0.094519393 0.724761467 0.126012886 0.081029994 0.740188258 0.689559561 0.178545085 4.969552824 0.127016089 0.109078793 0.091366796 0.046965336 0.005986892 0.015399347 0.118080033 0.020530349 0.013201618 0.120593406 0.112344847 0.029089032
1024 106578 0.339203754 0.298414677 0.802796609 0.770313397 0.17664759 0.546413232 0.432581321 0.961068053 0.863261322 0.532181896 0.304954417 0.488582876 6.516419145 0.055263962 0.048618499 0.130793722 0.125501473 0.028779887 0.089023072 0.07047728 0.15657972 0.140644791 0.086704466 0.049683971 0.0796012
1636 105326 0.433983491 0.461251175 0.532083595 0.314279945 0.360395855 0.632922132 0.676550082 0.583414431 0.128945712 0.17830106 0.422691012 0.396512629 5.121331119 0.070705725 0.075148247 0.08668845 0.05120331 0.058716635 0.103117328 0.110225308 0.095051404 0.021008173 0.029049275 0.068865925 0.064600874
2977 107846 0.754248404 0.08565005 0.163747692 0.623871339 0.816204752 0.673714487 0.737981398 0.213178622 0.490146934 0.632901503 0.274565606 0.358975289 5.825186076 0.122884122 0.01395433 0.026678202 0.10164275 0.132978212 0.109763326 0.120233859 0.034731618 0.07985602 0.103113968 0.044732946 0.058485193
996 105322 0.194938674 0.751888549 0.245968304 0.866410721 0.389925618 0.634806952 0.527675533 0.68628484 0.41207924 0.249508221 0.047393142 0.676520006 5.683399802 0.031759918 0.122499648 0.040073799 0.1411579 0.063527701 0.103424408 0.085970277 0.11181132 0.067137027 0.040650532 0.007721415 0.110220408
1723 110943 0.966078504 0.189034199 0.64973406 0.462549392 0.076914732 0.275613786 0.455920575 0.7072584 0.012772989 0.642111437 0.970873619 0.553229488 5.962091181 0.157396035 0.030797946 0.105856372 0.075359756 0.012531149 0.044903718 0.074279772 0.115228388 0.002081009 0.104614474 0.158177268 0.090133595
1027 111252 0.851102567 0.989423984 0.344445289 0.474074678 0.98619386 0.368609114 0.319874229 0.795911232 0.460170512 0.203575098 0.242184607 0.042929398 6.078494567 0.138663855 0.161199542 0.056117927 0.077237486 0.160673282 0.06005476 0.052114746 0.129671939 0.074972183 0.033166987 0.039457349 0.00699417
1975 107327 0.016881757 0.950309795 0.462660096 0.437325683 0.584642508 0.388647151 0.356923919 0.371155614 0.617089407 0.082320078 0.084914064 0.360204099 4.713074169 0.00275042 0.154826956 0.075377792 0.071250244 0.095251486 0.06331941 0.058150978 0.060469643 0.100537819 0.013411802 0.013834421 0.058685393
2104 108690 0.446004114 0.201956548 0.503046831 0.38011652 0.429157811 0.763052871 0.80842525 0.368134054 0.074981684 0.470095124 0.64594848 0.84828328 5.939202566 0.072664156 0.032903289 0.081957705 0.061929577 0.069919513 0.124318569 0.131710755 0.059977362 0.012216212 0.076589127 0.105239615 0.13820453
1757 102668 0.590973506 0.394077644 0.937045134 0.818681684 0.032263385 0.262889833 0.110419322 0.550828119 0.014514555 0.273831249 0.490146301 0.065214167 4.540884899 0.096282949 0.06420416 0.152665843 0.13338176 0.005256435 0.042830699 0.017989805 0.089742357 0.002364749 0.044613303 0.079855917 0.010624863
2846 107789 0.546561186 0.086131231 0.684012402 0.321858768 0.577508135 0.625174357 0.113913186 0.81620331 0.143574112 0.909469479 0.66532352 0.260172581 5.749902267 0.089047177 0.014032725 0.111441089 0.052438072 0.094089135 0.101855041 0.018559034 0.132977977 0.02339147 0.148173145 0.108396247 0.042387997
1891 107359 0.805027919 0.532365313 0.704368787 0.932248326 0.859267531 0.203497551 0.71542341 0.660265303 0.103574635 0.005930971 0.006673335 0.444782408 5.97342549 0.131157253 0.086734349 0.114757604 0.151884334 0.139994113 0.033154353 0.116558652 0.107572149 0.01687465 0.000966289 0.001087237 0.072465113
1782 111090 0.003001184 0.728041284 0.586968487 0.071885521 0.970795915 0.856874116 0.564250578 0.794185622 0.362556444 0.845092951 0.362738721 0.242660397 6.38905122 0.000488961 0.118614389 0.095630441 0.011711777 0.158164608 0.139604171 0.091929179 0.129390798 0.059068644 0.137684753 0.059098341 0.039534866
2504 106206 0.758043276 0.845502759 0.844588091 0.026921697 0.047935161 0.737957001 0.434296369 0.93413358 0.616542641 0.144706987 0.700740029 0.703373501 6.794741091 0.123502392 0.13775152 0.1376025 0.004386153 0.007809722 0.120229884 0.0707567 0.152191485 0.100448739 0.023576041 0.114166398 0.11459545
1019 102424 0.737719308 0.882115007 0.782819877 0.834727738 0.409759218 0.017187294 0.150823301 0.243066199 0.387543528 0.78678437 0.997638884 0.101464604 6.33164933 0.120191158 0.143716483 0.127539061 0.135996025 0.066759043 0.002800199 0.024572526 0.039600981 0.063139605 0.128184967 0.162537935 0.016530879
1811 108422 0.643441578 0.891354031 0.85424509 0.258133099 0.635364476 0.50258713 0.829483559 0.686911331 0.882749938 0.577252056 0.069643097 0.583741206 7.414906591 0.104831184 0.145221729 0.139175843 0.042055719 0.103515242 0.081882809 0.13514163 0.11191339 0.143819928 0.094047414 0.011346435 0.095104643
546 111278 0.336062891 0.118394955 0.602474189 0.663499854 0.844468873 0.544658847 0.159099805 0.850811018 0.883470864 0.893344956 0.013097822 0.034847752 5.944231826 0.054752245 0.019289216 0.09815667 0.108099131 0.137583077 0.088737243 0.025920956 0.138616355 0.143937383 0.145546096 0.002133931 0.005677487
616 109080 0.098258862 0.124080708 0.909172773 0.388963947 0.427112051 0.249702341 0.567773329 0.539526931 0.044745417 0.395891155 0.330284256 0.757314265 4.832826034 0.016008591 0.020215553 0.148124805 0.063371023 0.069586212 0.040682158 0.092503115 0.087901138 0.00729004 0.064499622 0.053810774 0.12338362
1081 105781 0.909860971 0.51512395 0.752259338 0.263090273 0.324947254 0.739639456 0.159449996 0.661727054 0.008644081 0.680338627 0.945453405 0.311907059 6.272441464 0.148236928 0.083925341 0.122560058 0.042863355 0.052941256 0.120503994 0.02597801 0.107810302 0.001408316 0.110842548 0.15403574 0.050816714
2032 108505 0.244080768 0.129983692 0.855572554 0.905613177 0.558871987 0.087333399 0.423542892 0.563619238 0.053628138 0.000215383 0.165155458 0.261437758 4.249054443 0.039766277 0.021177283 0.139392117 0.147544866 0.091052885 0.014228586 0.069004715 0.09182632 0.008737236 3.50908E-05 0.026907559 0.042594123
505 103306 0.497022394 0.740613192 0.087761911 0.850042847 0.851962184 0.471933382 0.379160247 0.531151631 0.725082505 0.768942506 0.8673094 0.955443292 7.726425489 0.080976188 0.120662637 0.0142984 0.138491203 0.138803906 0.07688862 0.061773779 0.086536612 0.118132337 0.125278123 0.141304315 0.155663319
758 103637 0.791750681 0.687793229 0.626818954 0.334339773 0.115838839 0.651604462 0.629639912 0.358948467 0.995967692 0.625497665 0.782791931 0.313299083 6.914290687 0.128994091 0.112057071 0.102122983 0.05447151 0.018872766 0.106161102 0.102582581 0.058480823 0.16226566 0.101907715 0.127534508 0.051043506
1135 106586 0.826847655 0.784769774 0.48841752 0.883445292 0.580743683 0.030794167 0.603262629 0.908144889 0.002348638 0.428253549 0.777793214 0.171208439 6.48602945 0.134712182 0.127856743 0.079574259 0.143933217 0.094616279 0.005017066 0.098285125 0.14795734 0.000382646 0.069772188 0.126720104 0.027893727
2976 103106 0.89735562 0.042460107 0.630301129 0.873751259 0.238779011 0.569447556 0.305095477 0.820807754 0.173823254 0.132540493 0.598186394 0.383853507 5.666401559 0.146199524 0.006917712 0.102690308 0.142353839 0.038902501 0.092775884 0.049706953 0.133728145 0.028319739 0.021593844 0.097458091 0.062538417
2786 111158 0.640147702 0.476775404 0.55925441 0.657959448 0.957234482 0.965002942 0.031856213 0.177763004 0.118915705 0.722359786 0.734057271 0.142841142 6.184167509 0.104294537 0.077677495 0.091115191 0.107196473 0.155955144 0.157220802 0.005190097 0.028961613 0.019374057 0.117688745 0.11959453 0.023272052
1619 109673 0.645331583 0.175556698 0.876918647 0.859835589 0.637579475 0.057074091 0.466005386 0.091923269 0.395720475 0.276583237 0.71385937 0.662912396 5.859300215 0.105139109 0.028602156 0.142869879 0.140086662 0.103876115 0.00929866 0.075922816 0.014976379 0.064471814 0.045061664 0.116303835 0.108003421
1673 102973 0.292267941 0.296660217 0.13161024 0.882933358 0.043926991 0.742835844 0.582268576 0.664530741 0.168494728 0.275864872 0.34719405 0.716163943 5.1447515 0.047617057 0.048332658 0.021442284 0.143849811 0.0071567 0.121024758 0.094864719 0.108267086 0.027451602 0.044944626 0.056565762 0.116679302
776 103268 0.276151745 0.498526733 0.393535732 0.891994277 0.717428418 0.320791703 0.634722205 0.534480785 0.645082543 0.191001104 0.901189377 0.513845978 6.5187506 0.044991364 0.081221279 0.06411587 0.14532604 0.116885313 0.052264223 0.103410601 0.087079007 0.105098534 0.031118399 0.146824129 0.08371713
1500 101625 0.186885617 0.383232147 0.819109644 0.402522416 0.124845656 0.17677917 0.482569672 0.556334018 0.794148544 0.346855997 0.946623844 0.557438677 5.777345403 0.030447893 0.062437183 0.133451485 0.065580004 0.020340181 0.028801325 0.078621513 0.090639393 0.129384757 0.056510686 0.154226431 0.090819367
1278 105550 0.544422013 0.9715517 0.780604588 0.653299215 0.792797108 0.761426984 0.926959692 0.184469912 0.792877886 0.317135487 0.734774719 0.99570746 8.456026766 0.088698658 0.158287743 0.12717814 0.106437216 0.129164578 0.124053675 0.151022697 0.03005432 0.129177738 0.051668543 0.119711418 0.162223263
2486 106291 0.406795639 0.868664395 0.513211676 0.987228894 0.798654289 0.442123778 0.604317041 0.572981992 0.432190475 0.144300622 0.224031338 0.389793867 6.384294006 0.066276209 0.141525074 0.083613788 0.160841912 0.130118845 0.072031962 0.098456912 0.093351724 0.070413602 0.023509835 0.036499771 0.063506236
2903 109545 0.638618395 0.274121917 0.598774861 0.481240868 0.185086889 0.469395008 0.013941516 0.382099797 0.18703606 0.023743543 0.028545675 0.311750909 3.594355438 0.104045378 0.044660659 0.097553966 0.07840502 0.03015484 0.076475062 0.002271388 0.062252698 0.030472404 0.00386836 0.004650736 0.050791273
2265 108312 0.544340586 0.734668687 0.745143816 0.777675236 0.223592817 0.351097989 0.249013136 0.523795418 0.444620039 0.287322753 0.741901114 0.655197739 6.27836933 0.088685391 0.119694143 0.121400779 0.126700883 0.036428326 0.057201802 0.040569871 0.085338119 0.072438659 0.046811374 0.120872469 0.106746529
384 106216 0.346341309 0.46045423 0.499802269 0.776536329 0.270860396 0.148731033 0.480875236 0.322008029 0.666325704 0.939977014 0.837183246 0.695084773 6.444179569 0.056426832 0.075018407 0.081429092 0.126515329 0.044129284 0.024231649 0.078345451 0.05246239 0.108559526 0.153143513 0.136396083 0.113245028
2766 103220 0.834354348 0.596865728 0.864364561 0.040165537 0.01178021 0.398619506 0.957332816 0.399465233 0.646146323 0.885333357 0.346239104 0.614442416 6.595109138 0.135935192 0.097242925 0.140824534 0.006543874 0.001919263 0.064944132 0.155971165 0.06508192 0.105271848 0.144240825 0.05641018 0.100106565
2322 103243 0.83550261 0.469162728 0.174723368 0.47889264 0.249206693 0.150491519 0.158652932 0.096285745 0.339000536 0.762647656 0.764206495 0.419230594 4.898003518 0.13612227 0.076437218 0.028466388 0.078022441 0.040601406 0.024518472 0.02584815 0.015687125 0.055230854 0.12425255 0.12450652 0.068302144
1590 103295 0.52914022 0.148463681 0.14281372 0.87892287 0.601661722 0.349657995 0.415374937 0.150903406 0.948658396 0.304123255 0.751323133 0.86792907 6.088972407 0.086208908 0.024188091 0.023267585 0.143196412 0.098024301 0.056967195 0.067673971 0.024585577 0.154557906 0.049548556 0.122407529 0.141405273
2497 111435 0.088401992 0.1965572 0.101958369 0.764682355 0.190123376 0.515711091 0.476348571 0.481451479 0.886796848 0.856658998 0.949689189 0.206893954 5.715273422 0.014402684 0.032023613 0.016611324 0.124584048 0.030975397 0.084020999 0.077607955 0.078439334 0.144479261 0.139569124 0.154725846 0.033707704
2567 101392 0.415815508 0.88686381 0.195940957 0.047600738 0.28663975 0.146592733 0.807115187 0.937926062 0.943820716 0.535719024 0.979177152 0.29407029 6.477281927 0.06774575 0.144490171 0.031923213 0.007755237 0.046700097 0.023883271 0.131497316 0.152809366 0.153769739 0.087280744 0.159530102 0.0479107
2806 105904 0.066706484 0.915428464 0.834695686 0.623111892 0.241360495 0.036365308 0.38734163 0.215623353 0.296001813 0.364446654 0.544315408 0.870814932 5.396212117 0.010867995 0.149143999 0.135990803 0.101519018 0.039323083 0.005924731 0.063106711 0.03512992 0.048225389 0.059376602 0.088681289 0.141875445
2779 101685 0.422410843 0.528715197 0.561682638 0.109101869 0.878001712 0.48501848 0.625536219 0.213383181 0.855078744 0.760449686 0.390405923 0.530873861 6.360658353 0.068820279 0.086139662 0.091510804 0.017775162 0.143046334 0.079020479 0.101913996 0.034764946 0.139311664 0.123894451 0.063605954 0.086491357
1221 103002 0.942455963 0.139293805 0.175814446 0.920392209 0.452254683 0.600564656 0.339970039 0.230352457 0.491235116 0.885554374 0.944157955 0.11235976 6.234405464 0.153547389 0.022694111 0.028644149 0.149952705 0.073682515 0.097845564 0.055388808 0.037529625 0.080033309 0.144276834 0.153824682 0.018305946
2072 108891 0.15367385 0.806145712 0.490235038 0.858323441 0.428525841 0.369326519 0.88976238 0.479900954 0.696305323 0.863472972 0.260573728 0.947501699 7.243747454 0.025036945 0.131339367 0.079870374 0.139840299 0.06981655 0.060171642 0.144962413 0.078186718 0.113443884 0.140679274 0.042453353 0.154369454
1402 102193 0.179978794 0.266613839 0.680548997 0.09892671 0.753226507 0.817673298 0.871174595 0.27972062 0.558739081 0.720705111 0.757656723 0.482771037 6.467735312 0.029322616 0.043437424 0.110876822 0.016117398 0.122717632 0.133217471 0.141934043 0.045572815 0.091031232 0.117419161 0.123439414 0.078654319
605 104983 0.391632145 0.931329344 0.104230046 0.966810551 0.862964114 0.909809511 0.146422212 0.407315669 0.044346136 0.339755849 0.414561976 0.000316289 5.519493842 0.063805733 0.151734612 0.016981432 0.157515302 0.14059637 0.148228544 0.02385549 0.066360934 0.007224988 0.055353911 0.067541521 5.15307E-05
1635 104657 0.80786026 0.444854311 0.757800377 0.89877897 0.631228873 0.130158163 0.594442813 0.966674146 0.871621384 0.25501954 0.840752733 0.668026937 7.867218507 0.131618706 0.072476827 0.123462819 0.14643142 0.102841458 0.021205708 0.096848177 0.157493079 0.142006835 0.04154845 0.136977633 0.108836695
1094 110453 0.956969634 0.483788633 0.298830282 0.444503646 0.267394185 0.82889464 0.310157345 0.83046296 0.50715896 0.869636407 0.688442194 0.020981047 6.507219931 0.155911995 0.078820109 0.048686211 0.072419696 0.04356456 0.135045682 0.050531646 0.135301197 0.082627664 0.141683437 0.112162802 0.003418287
